Id,Name,created_at,Νεα Δημοκρατια,Συριζα,Κιναλ,ΚΚΕ,prob
8166,Raf3***,2016,+++,---,=,=,0.23
4501,Mavr***,2012,---,++,=,---,0.15
24731,Xrys***,2010,--,--,-,--,0.10
6425,Tuom***,2014,--,--,--,--,0.20
6914,stel***,2015,--,--,-,-,0.22
404,d******,2009,--,--,-,--,0.41
12634,makr***,2020,---,--,-,-,0.56
11551,dvn_***,2020,=,---,--,-,0.25
12640,Cat6***,2020,---,--,-,--,0.43
2922,Irak***,2011,+,---,--,-,0.21
11018,peri***,2019,---,--,-,-,0.41
12423,Mikr***,2020,---,---,-,-,0.13
24742,olag***,2019,+++,+,=,+,0.73
24743,Gior***,2020,++,+++,+,++,0.15
1814,g******,2011,--,---,-,=,0.14
8077,feli***,2015,---,--,--,-,0.18
24748,Akis***,2014,-,=,=,---,0.23
13608,left***,2021,---,--,-,--,0.47
7084,Rodi***,2015,++,-,=,--,0.14
13503,K******,2021,++,---,-,--,0.26
9074,atro***,2017,++,--,-,-,0.27
9277,NikK***,2017,++,--,--,--,0.35
24755,Velt***,2010,-,++,-,--,0.15
19237,chri***,2021,---,---,-,---,0.12
12326,Nick***,2020,++,--,-,+++,0.19
8385,Orso***,2016,--,---,--,--,0.31
24759,Basi***,2011,-,---,=,-,0.14
19644,Babi***,2020,=,-,=,+++,0.46
6451,stel***,2014,---,---,=,--,0.24
24760,taki***,2010,---,+++,-,--,0.09
19647,Gera***,2020,-,---,=,-,0.09
19649,Elpi***,2021,+++,-,=,+,0.22
24764,Aper***,2010,=,---,=,-,0.22
4423,gmkp***,2012,--,--,-,--,0.32
6883,Bitc***,2015,--,--,--,+,0.25
12715,LCho***,2020,+++,---,=,++,0.23
17468,_eug***,2022,++,---,-,-,0.92
24769,mpas***,2010,--,---,--,-,0.06
4709,mich***,2012,---,---,-,-,0.05
3486,Vath***,2011,+++,-,=,-,0.19
5481,Mary***,2013,---,--,-,--,0.21
449,kalo***,2009,++,---,-,-,0.24
24774,poro***,2012,---,--,-,-,0.63
5336,Anas***,2013,---,---,-,--,0.12
1710,wow3***,2011,---,---,-,-,0.08
5920,emil***,2014,---,---,-,--,0.20
24778,Kons***,2021,=,=,=,---,0.11
6011,mama***,2014,---,-,--,=,0.55
9,Mith***,2007,--,--,--,--,0.12
24784,Blac***,2013,--,--,+,--,0.44
2681,mike***,2011,---,---,-,--,0.10
13139,Niko***,2021,+++,-,=,---,0.34
398,kwst***,2009,-,-,+,++,0.13
8862,adad***,2017,---,--,-,--,0.29
13738,Sain***,2021,=,--,=,-,0.24
23859,Zupe***,2012,---,-,-,-,0.38
13127,Andr***,2021,---,-,--,-,0.48
7901,Ores***,2015,-,--,-,--,0.18
44,toli***,2008,--,---,-,--,0.22
3628,JGeo***,2012,---,---,-,-,0.04
13654,anto***,2021,-,---,-,-,0.57
2101,oRio***,2011,---,--,-,--,0.09
796,spne***,2009,--,---,-,-,0.06
24845,niko***,2011,--,-,--,---,0.11
24847,eva_***,2011,+,-,++,+,0.08
1656,thrs***,2010,--,-,-,--,0.09
24849,nton***,2013,-,-,+++,-,0.46
244,Jama***,2009,++,-,-,-,0.34
15116,VOTA***,2021,+,+++,=,++,0.60
17132,Liol***,2022,--,--,--,--,0.92
16860,Di_m***,2022,---,-,--,--,0.67
17532,Penc***,2022,--,-,--,--,0.61
12289,Mich***,2020,++,--,-,---,0.42
9918,gre_***,2018,--,---,-,--,0.16
2354,GeoD***,2011,---,---,-,--,0.10
11149,Fler***,2019,---,---,-,--,0.34
24851,apon***,2022,--,---,-,--,0.70
24852,theg***,2020,---,---,--,---,0.21
4480,kate***,2012,+++,+,=,+,0.19
24861,elen***,2015,++,-,-,-,0.18
476,g******,2009,---,-,-,--,0.03
9733,Arte***,2018,++,+,--,-,0.08
24865,anto***,2018,--,--,---,---,0.39
771,cesu***,2009,-,---,--,---,0.03
315,kats***,2009,--,-,--,-,0.16
2740,bali***,2011,--,---,--,--,0.03
12095,adet***,2020,-,---,-,---,0.48
10320,Allo***,2018,---,---,-,--,0.42
11306,Hell***,2019,+++,--,-,--,0.28
24879,emen***,2020,-,--,-,+++,0.09
24884,mage***,2010,+++,+,+,+,0.30
9413,moef***,2017,+++,=,=,++,0.20
15308,Adri***,2021,---,---,-,--,0.33
11646,only***,2020,-,---,--,--,0.34
12601,stav***,2020,--,--,-,--,0.41
16491,dene***,2022,--,-,-,--,0.58
17167,mosc***,2022,---,--,-,-,0.24
24885,Ayra***,2021,=,---,=,=,0.49
24886,abdi***,2022,---,--,---,--,0.74
24887,Foxh***,2019,--,--,--,---,0.53
24891,Elec***,2011,---,-,-,---,0.17
747,jack***,2009,=,--,=,--,0.18
10877,gome***,2019,-,--,--,+,0.50
11106,TiLe***,2019,+,+,-,+,0.36
24894,laop***,2021,-,--,---,-,0.51
24896,Fili***,2020,-,--,-,--,0.37
862,paso***,2009,--,--,--,--,0.03
24899,sgli***,2009,+,---,-,--,0.20
1951,PaNi***,2011,-,---,-,--,0.03
1804,eras***,2011,---,--,-,--,0.42
22072,Stel***,2019,---,---,=,-,0.37
6628,alex***,2014,--,---,=,--,0.18
3400,APsy***,2011,--,+++,++,-,0.11
3869,niki***,2012,---,---,-,--,0.20
24909,than***,2014,+++,--,-,--,0.44
15925,GerG***,2022,+++,+,=,+,0.45
8750,loca***,2016,--,---,-,-,0.38
13330,Axil***,2021,+++,+,-,=,0.23
9923,Leon***,2018,++,---,-,--,0.22
10142,xaot***,2018,---,--,-,-,0.23
359,L******,2009,-,---,=,-,0.05
23717,tsak***,2020,--,-,=,-,0.14
24913,tram***,2017,+,---,-,--,0.26
24914,EvaP***,2017,--,++,-,-,0.10
9071,Apen***,2017,--,--,--,--,0.43
12873,xris***,2020,=,--,-,-,0.18
7741,psma***,2015,---,=,=,=,0.17
5749,nimi***,2013,+++,+,=,+,0.14
3130,RaNi***,2011,---,--,-,=,0.21
9104,Elen***,2017,---,---,-,-,0.13
9433,teza***,2017,---,--,+,--,0.27
17439,Dulc***,2022,+,--,-,--,0.66
8329,Eva_***,2016,+,++,-,++,0.30
10089,STAN***,2018,=,---,--,--,0.68
10234,wSbN***,2018,--,---,=,--,0.20
8803,g_tz***,2017,---,=,++,+,0.25
10335,pepe***,2018,++,=,+++,+++,0.13
15662,___G***,2022,+,-,++,+,0.40
24927,isgi***,2018,+++,-,-,--,0.08
24929,sunn***,2021,---,-,=,=,0.63
24933,terp***,2011,+++,+,-,+,0.45
9203,cand***,2017,--,---,-,--,0.39
15601,nstr***,2022,--,---,-,++,0.44
17164,Thom***,2022,-,---,--,-,0.89
14476,d******,2021,---,--,-,-,0.56
15896,ToPa***,2022,=,-,+,=,0.38
13419,ns_k***,2021,---,--,-,-,0.18
4831,komm***,2012,---,-,+,-,0.19
24935,blow***,2022,-,---,-,--,0.84
24936,t******,2012,---,--,-,---,0.08
7022,STzi***,2015,+,-,=,+,0.04
24937,ddom***,2022,---,---,--,--,0.40
12980,kwns***,2020,=,---,=,-,0.47
23737,geo_***,2021,---,---,-,--,0.14
16730,caca***,2022,+,---,+,--,0.77
15247,nand***,2021,--,--,-,--,0.72
7755,Dora***,2015,--,--,-,++,0.49
3321,H******,2011,-,---,=,=,0.19
2366,pana***,2011,-,--,--,+++,0.04
24497,augo***,2022,++,+,=,+,0.69
4482,zois***,2012,+++,+,=,+,0.30
278,mele***,2009,---,--,-,-,0.13
14005,aliv***,2021,---,--,--,--,0.55
6476,yanp***,2014,+,+,++,=,0.11
4520,AKar***,2012,-,---,--,-,0.16
24950,Tzou***,2013,--,--,-,-,0.04
4840,papa***,2012,+++,---,-,-,0.19
6346,ISSO***,2014,---,--,=,--,0.36
24951,Theo***,2013,-,---,=,=,0.30
2391,t3ra***,2011,+++,-,-,+,0.24
1082,Dimi***,2010,--,---,-,--,0.07
14989,pana***,2021,+++,+,-,-,0.16
16031,erim***,2022,---,-,-,-,0.85
14142,kost***,2021,--,---,-,--,0.57
17579,Euli***,2022,++,---,--,+,0.80
24953,tiny***,2021,+,---,-,=,0.70
8346,Akri***,2016,---,=,=,=,0.36
154,GeoB***,2009,+,--,--,--,0.05
20853,jonc***,2016,=,=,+++,=,0.43
17784,Faid***,2021,+++,+,=,++,0.21
11644,libr***,2020,--,--,--,-,0.35
8888,snow***,2017,=,+++,=,+++,0.24
13174,kaij***,2021,-,-,+,-,0.25
10230,joeb***,2018,--,---,-,--,0.32
13809,Nefe***,2021,---,--,-,--,0.63
13339,xeni***,2021,=,---,--,+++,0.23
13846,karx***,2021,-,---,=,---,0.26
13265,myli***,2021,---,---,-,--,0.08
13214,Left***,2021,+,---,-,--,0.47
13783,ella***,2021,--,--,-,-,0.78
13583,dtri***,2021,--,-,--,--,0.58
19946,Stat***,2018,++,---,=,--,0.30
20882,sof0***,2021,--,---,-,--,0.19
20889,VERT***,2021,--,---,-,-,0.16
13179,PAPA***,2021,---,-,=,=,0.21
13480,odin***,2021,--,--,+,--,0.22
13640,blue***,2021,+,---,-,-,0.41
20891,life***,2021,-,++,-,--,0.45
17671,pros***,2012,--,---,-,--,0.12
6505,Stai***,2014,--,---,--,---,0.25
13268,hris***,2021,---,+,--,-,0.23
1280,thee***,2010,---,--,--,--,0.03
4497,Morp***,2012,--,---,+,-,0.29
530,g******,2009,---,-,-,--,0.05
13924,tyro***,2021,---,--,-,--,0.69
13987,Geor***,2021,---,---,--,-,0.60
17120,stef***,2022,--,-,--,--,0.64
2563,Deme***,2011,+,--,+,--,0.21
17686,EUAN***,2022,---,--,=,=,0.17
18114,Agis***,2020,++,+,=,+,0.09
4670,tetp***,2012,+,---,++,=,0.03
17693,Hari***,2011,--,+++,-,--,0.34
8751,thes***,2016,--,-,-,-,0.11
17694,kost***,2015,--,---,=,=,0.20
15574,Gree***,2021,---,--,---,-,0.40
15158,Xtho***,2021,--,--,-,--,0.47
8737,Gian***,2016,---,--,-,--,0.28
8852,Skar***,2017,=,+++,-,-,0.10
8897,Gian***,2017,-,---,--,--,0.13
13618,Milt***,2021,---,---,-,--,0.56
8343,p_pa***,2016,++,-,-,--,0.23
8348,xa_x***,2016,++,---,-,+,0.11
20879,mart***,2016,--,---,-,--,0.27
17708,cons***,2016,=,---,=,--,0.06
13799,HVro***,2021,--,++,-,--,0.16
12857,Mono***,2020,-,---,-,--,0.46
13720,Emma***,2021,++,---,-,--,0.27
13938,devi***,2021,---,--,-,--,0.17
14395,deed***,2021,---,--,=,++,0.27
14456,Noob***,2021,++,---,-,-,0.25
8822,craz***,2017,=,--,-,--,0.42
8826,pari***,2017,--,---,-,--,0.47
12841,Kamp***,2020,--,---,-,--,0.28
12899,G89A***,2020,---,--,-,--,0.36
13021,GTri***,2020,++,-,-,--,0.28
12964,savv***,2020,---,--,++,+,0.32
13702,tour***,2021,---,--,---,--,0.32
13710,milm***,2021,+,=,=,=,0.17
13807,YSAK***,2021,--,--,--,-,0.69
14134,Cost***,2021,--,--,-,--,0.50
14164,giap***,2021,=,+++,-,---,0.44
14172,louk***,2021,--,-,-,+,0.83
14397,pCod***,2021,+,+++,+,-,0.52
14845,Than***,2021,---,--,-,--,0.56
14616,port***,2021,---,--,-,--,0.13
14275,Kurd***,2021,-,---,-,--,0.37
18554,Mikr***,2021,+,++,=,=,0.11
17726,Akis***,2021,+,---,+,++,0.36
18553,laka***,2016,++,--,---,-,0.09
319,b******,2009,---,-,--,-,0.23
13992,Merc***,2021,+,+,-,-,0.27
14324,Axil***,2021,---,=,=,=,0.53
17732,Anas***,2020,--,---,--,---,0.21
17733,2ATg***,2021,--,-,=,--,0.25
17734,DcTh***,2021,+,++,+,-,0.37
13934,fVB6***,2021,---,--,+,--,0.56
13981,kape***,2021,--,--,-,--,0.31
14377,nd_b***,2021,--,---,-,--,0.15
14708,Tsol***,2021,---,--,-,--,0.22
17737,Aris***,2021,---,--,-,--,0.11
14376,cap_***,2021,--,--,--,--,0.61
14400,o******,2021,---,++,=,=,0.40
14541,mari***,2021,-,--,--,--,0.58
17738,too_***,2021,--,--,-,---,0.72
17741,Past***,2021,-,---,-,-,0.32
14835,Time***,2021,--,--,++,-,0.80
14849,Geor***,2021,++,---,-,--,0.53
18557,Lavi***,2021,-,--,++,-,0.57
16394,Clar***,2022,--,--,-,-,0.76
17740,_Bok***,2021,+++,=,=,+,0.10
13912,Chri***,2021,--,---,--,-,0.47
18558,mike***,2021,++,---,--,--,0.10
18563,leza***,2017,---,=,=,-,0.05
17751,pelo***,2014,---,---,-,-,0.23
4693,kata***,2012,---,-,--,--,0.09
2500,komi***,2011,-,--,++,--,0.09
6370,para***,2014,+++,-,--,++,0.12
10542,heli***,2019,--,++,=,-,0.59
8071,Anth***,2015,---,--,-,-,0.30
624,0000***,2009,---,---,-,=,0.28
22159,Blue***,2022,---,--,--,--,0.78
8084,6ad1***,2015,+++,---,=,-,0.15
1531,Lege***,2010,++,-,++,+,0.07
17761,Zoid***,2014,---,-,-,---,0.20
9776,Sofi***,2018,---,---,--,=,0.41
11307,theo***,2019,--,++,=,-,0.20
12173,cute***,2020,+++,+,=,+,0.30
9949,saki***,2018,---,---,-,-,0.10
17765,gian***,2009,---,=,+,-,0.10
11759,the_***,2020,--,--,-,-,0.27
12442,dark***,2020,--,---,-,--,0.39
17763,GioD***,2017,--,---,---,=,0.26
17764,Alog***,2017,-,---,=,-,0.84
12647,Keli***,2020,---,++,-,-,0.18
17771,barb***,2010,=,---,=,-,0.27
1821,Anas***,2011,=,=,=,---,0.07
5271,Geor***,2013,+,--,-,-,0.35
11652,Poof***,2020,---,--,-,--,0.18
10031,Kese***,2018,+,+,+++,+,0.13
17773,V2k3***,2017,++,++,---,+,0.46
5724,Fema***,2013,---,-,--,--,0.14
17772,deus***,2016,---,---,-,--,0.23
17780,ThCh***,2011,--,-,---,-,0.08
4616,Thod***,2012,---,-,-,--,0.27
1923,Mr2a***,2011,---,--,+,--,0.44
17783,diat***,2010,---,---,-,--,0.05
5886,taki***,2014,--,---,-,--,0.12
3613,Aris***,2012,--,++,-,-,0.16
17794,wild***,2010,++,-,+,=,0.08
5374,Mich***,2013,+++,+,=,+,0.05
6710,vs_v***,2014,--,-,--,--,0.11
10119,i_ma***,2018,---,--,+,+,0.33
12522,GVas***,2020,=,=,+++,---,0.09
10504,GVry***,2019,---,--,-,-,0.25
3981,lanc***,2012,--,---,--,--,0.35
1392,Grek***,2010,=,--,-,-,0.08
2117,ASto***,2011,--,-,---,--,0.11
7317,thio***,2015,++,--,-,--,0.14
8404,pnev***,2016,--,---,=,=,0.62
17810,nudi***,2021,++,---,-,--,0.29
17809,Popa***,2013,-,-,=,+,0.09
15836,DrWa***,2022,=,--,=,+,0.80
14336,Mr_l***,2021,--,-,---,-,0.36
22167,Aris***,2022,--,---,-,-,0.25
6615,sfid***,2014,-,---,=,-,0.22
10207,newh***,2018,--,--,-,--,0.30
17816,kara***,2022,---,--,--,--,0.28
5169,Make***,2013,---,--,--,--,0.14
2759,Alte***,2011,+,--,++,-,0.15
804,skar***,2009,---,-,-,---,0.05
1321,brou***,2010,++,++,+,+++,0.03
17819,penn***,2015,=,-,+,++,0.24
6562,DGer***,2014,--,---,=,-,0.11
2110,anir***,2011,++,---,--,=,0.17
5119,csyn***,2013,---,-,-,-,0.15
706,Odys***,2009,-,--,+,-,0.02
17823,depp***,2013,---,--,-,--,0.07
17824,apet***,2010,-,---,=,-,0.14
17829,JimM***,2012,-,---,=,-,0.30
6033,demi***,2014,---,-,-,-,0.32
7859,argi***,2015,--,---,--,--,0.09
6319,1024***,2014,---,--,-,--,0.50
17837,a******,2013,-,--,++,-,0.42
7197,Mous***,2015,+++,+,=,+,0.28
17838,myri***,2011,---,---,-,--,0.08
3182,than***,2011,-,---,=,-,0.17
1363,Marg***,2010,+++,+,=,+,0.27
3138,make***,2011,---,--,-,-,0.38
2393,Kara***,2011,---,--,-,--,0.25
17840,2******,2010,+,---,-,-,0.04
22716,Kaph***,2022,+,--,--,--,0.72
17843,Tass***,2011,-,-,-,-,0.00
17845,Mari***,2021,---,---,-,--,0.31
4344,kat_***,2012,---,-,-,--,0.21
17848,kpap***,2015,+++,-,=,-,0.15
17858,Mada***,2021,---,---,-,--,0.32
17866,ogre***,2012,---,--,-,--,0.15
17867,Soti***,2010,---,---,++,-,0.18
22178,Mikr***,2021,=,-,=,+++,0.37
12973,Avra***,2020,---,---,-,--,0.33
3350,Chri***,2011,-,---,=,--,0.10
2920,Kiri***,2011,--,-,+,-,0.18
17871,Dimi***,2014,++,--,-,--,0.31
4970,LXri***,2013,---,-,++,++,0.12
22731,Fadd***,2022,-,---,-,--,0.41
3564,vanz***,2012,-,+,-,-,0.11
8019,Sfak***,2015,---,++,+,+,0.05
6675,Nick***,2014,---,--,--,--,0.09
23978,Alik***,2022,+++,--,-,+,0.47
23979,Sigm***,2022,--,---,=,=,0.86
2533,fvla***,2011,++,++,=,++,0.05
23981,plor***,2022,--,+,-,-,0.87
6726,Aphr***,2014,-,---,-,-,0.22
2892,spir***,2011,---,-,--,-,0.10
5930,Andr***,2014,--,--,-,---,0.07
8252,hani***,2016,-,--,+,--,0.16
118,ypok***,2008,---,--,-,--,0.17
17895,p257***,2015,++,-,-,-,0.36
6626,geoa***,2014,---,--,--,-,0.34
6586,chou***,2014,---,---,=,--,0.76
6919,soti***,2015,---,=,=,=,0.27
7360,Krou***,2015,++,---,--,-,0.50
4406,Couc***,2012,-,---,=,--,0.39
17897,lize***,2013,---,+,+,-,0.14
5237,mers***,2013,---,---,-,--,0.19
830,LosP***,2009,-,--,---,-,0.08
888,KyrV***,2009,+++,=,=,=,0.43
24859,aste***,2019,--,---,--,---,0.16
17900,E******,2011,---,--,=,=,0.04
5540,stma***,2013,+,--,-,--,0.08
1386,MZue***,2010,--,---,--,-,0.28
17902,egcr***,2011,---,--,--,-,0.09
940,agri***,2009,---,-,--,--,0.20
17904,CGia***,2014,---,-,=,=,0.11
4026,styl***,2012,---,=,=,---,0.08
17907,riga***,2017,---,-,=,-,0.04
17590,mark***,2022,---,--,---,--,0.91
17906,harh***,2017,---,=,=,=,0.15
17649,Chan***,2022,---,--,--,--,0.74
17909,GAnd***,2015,---,=,=,=,0.24
6941,xrhs***,2015,---,---,=,-,0.17
17509,stay***,2022,---,---,-,++,0.87
721,whis***,2009,+++,+,-,++,0.11
18800,para***,2009,--,--,-,++,0.13
1551,mpih***,2010,---,---,-,---,0.18
11811,zara***,2020,=,--,-,-,0.32
11810,Pete***,2020,--,---,-,-,0.64
18757,gala***,2021,--,---,-,--,0.36
17428,Sira***,2022,+,--,=,++,0.45
13693,blac***,2021,--,---,-,--,0.49
18758,kokk***,2016,---,--,--,--,0.07
6545,pepp***,2014,---,---,-,-,0.09
2961,para***,2011,--,---,--,--,0.23
17955,dpla***,2013,+++,=,=,=,0.19
18763,anna***,2021,+++,=,=,=,0.64
15887,cool***,2022,---,--,--,--,0.39
4141,angi***,2012,-,---,--,--,0.39
15255,Mrpo***,2021,--,---,-,++,0.40
3954,nopr***,2012,++,--,-,---,0.20
3593,nkal***,2012,---,-,--,=,0.03
7444,mari***,2015,---,--,+,-,0.03
6723,Flor***,2014,-,-,-,---,0.47
6104,eliz***,2014,---,--,-,--,0.10
17965,blem***,2010,+++,-,-,+,0.20
17967,MARI***,2011,--,=,---,=,0.10
18783,stel***,2021,+++,-,+,+,0.20
4178,Hell***,2012,--,---,-,--,0.17
1537,vouv***,2010,---,--,--,--,0.23
2732,Drak***,2011,---,--,=,-,0.05
14738,PAnd***,2021,---,-,-,---,0.57
15922,Chri***,2022,---,--,-,--,0.87
15103,IPet***,2021,++,---,-,--,0.21
20010,gree***,2020,---,--,-,--,0.14
20011,fina***,2022,--,--,--,--,0.58
4327,Expl***,2012,-,++,--,--,0.17
17982,siba***,2021,-,---,-,--,0.28
17985,Niko***,2011,+,++,-,++,0.11
17986,Clar***,2011,---,=,=,=,0.17
54,s******,2008,--,---,--,--,0.21
5411,eima***,2013,---,--,--,-,0.24
4477,koku***,2012,--,---,-,-,0.23
14304,Vand***,2021,---,---,=,-,0.33
9286,topo***,2017,=,---,-,-,0.15
9708,vang***,2018,=,---,=,-,0.30
9756,Anag***,2018,--,---,-,--,0.36
10685,Stef***,2019,--,---,-,--,0.17
12189,char***,2020,=,---,=,-,0.49
17991,john***,2022,=,-,+,+++,0.51
20020,evin***,2021,-,=,---,--,0.14
9221,Smoo***,2017,--,--,-,-,0.31
9528,ioan***,2018,+++,+,=,+++,0.16
9630,Drac***,2018,---,-,--,-,0.10
11925,ooOS***,2020,---,-,=,=,0.40
12580,frou***,2020,---,+,-,-,0.49
17998,s3kq***,2020,+++,--,---,-,0.24
18000,jimy***,2009,++,--,---,=,0.08
1096,sker***,2010,--,=,=,---,0.04
1074,kost***,2010,--,---,=,-,0.18
5061,nafs***,2013,---,--,-,-,0.25
18001,tara***,2014,--,---,-,--,0.10
18003,_fou***,2009,+,++,-,-,0.18
5559,CHRI***,2013,=,-,=,++,0.06
18010,kost***,2011,---,---,-,-,0.06
5136,Stin***,2013,---,--,-,--,0.17
12975,k8TO***,2020,+,---,-,---,0.47
18015,nikk***,2015,+++,--,-,-,0.20
18016,K_Ha***,2011,=,---,-,--,0.02
6539,poly***,2014,--,--,=,+,0.14
274,G******,2009,+,+++,=,=,0.04
4811,sp_i***,2012,--,--,---,--,0.05
7421,kalo***,2015,---,+,++,+,0.21
4494,bpap***,2012,--,---,-,--,0.29
1886,Gian***,2011,++,---,=,-,0.12
18019,ecos***,2010,---,--,--,-,0.11
20412,pers***,2020,---,---,-,--,0.53
2405,Hasp***,2011,---,--,=,=,0.06
18023,Barb***,2016,-,--,---,--,0.36
10705,ger_***,2019,-,---,-,--,0.27
3235,g******,2011,---,--,-,--,0.15
5377,xori***,2013,---,--,--,--,0.25
18034,papp***,2015,---,-,-,--,0.22
2654,Papa***,2011,-,---,-,-,0.07
539,Kape***,2009,-,-,-,---,0.33
6876,phur***,2015,--,--,--,--,0.14
18035,s******,2011,---,--,-,--,0.07
2867,foti***,2011,---,=,++,=,0.08
6871,g_m_***,2015,-,---,=,-,0.24
7495,kefo***,2015,--,--,-,--,0.34
4222,AGRA***,2012,-,--,--,--,0.28
3636,e******,2012,---,+++,-,-,0.12
2707,davg***,2011,---,-,=,-,0.02
3963,o_pe***,2012,--,---,--,--,0.07
3320,Loui***,2011,-,--,--,--,0.12
4177,K_ma***,2012,--,---,-,--,0.20
3216,LilA***,2011,--,---,--,--,0.04
18046,mars***,2017,-,---,=,-,0.07
18047,taus***,2017,---,-,+,-,0.18
18049,Sotp***,2022,++,---,-,--,0.30
17065,John***,2022,--,---,-,--,0.87
18050,wtf0***,2021,-,++,-,--,0.77
14670,Demi***,2021,+++,=,=,+,0.10
15998,Kost***,2022,---,-,-,+++,0.31
18056,gnns***,2019,-,+++,-,-,0.10
18054,Mari***,2020,---,=,=,-,0.12
704,bir_***,2009,+++,+,=,+,0.10
11358,Aris***,2020,---,--,--,--,0.28
11911,mary***,2020,---,---,-,--,0.46
5248,Adam***,2013,---,--,--,-,0.08
18061,kate***,2022,=,+++,=,=,0.33
18062,Ioan***,2022,-,---,=,+,0.57
11893,foxp***,2020,+,---,-,--,0.47
16359,TSeg***,2022,---,=,=,-,0.16
18063,alou***,2022,=,---,=,---,0.65
14701,Aqun***,2021,---,--,--,--,0.46
15800,e_ka***,2022,---,--,-,--,0.45
18060,pers***,2020,+++,=,=,+,0.74
18059,miha***,2019,---,--,-,-,0.14
7428,papa***,2015,---,---,=,-,0.28
16968,ToMi***,2022,--,--,++,+,0.72
22970,Meff***,2022,-,---,=,-,0.49
7806,234P***,2015,--,---,--,--,0.19
1155,pano***,2010,+,--,--,--,0.12
22976,KoMa***,2022,--,---,--,--,0.66
2790,MsMo***,2011,++,+++,=,+++,0.16
674,thet***,2009,---,-,=,=,0.02
4391,alek***,2012,--,---,--,-,0.07
8153,Raik***,2016,--,---,-,--,0.36
453,tou_***,2009,--,---,-,--,0.10
22977,spat***,2022,+++,--,=,+,0.28
18080,nath***,2014,+,=,+++,+,0.11
2564,Apot***,2011,--,--,-,--,0.18
10785,stra***,2019,-,--,-,=,0.40
18083,dirt***,2015,---,---,-,-,0.12
4978,kass***,2013,---,--,-,---,0.07
18084,Milt***,2012,=,=,---,=,0.20
6655,GeoV***,2014,---,-,++,=,0.26
335,vass***,2009,-,-,-,-,0.17
5088,Thal***,2013,+++,+,=,+,0.49
2494,Than***,2011,--,---,--,-,0.04
5940,mari***,2014,---,--,--,--,0.31
14263,HhEx***,2021,++,+++,=,++,0.37
396,poly***,2009,-,---,=,--,0.28
896,kdim***,2009,---,---,-,--,0.05
1766,a******,2011,--,--,--,--,0.10
24581,Mark***,2020,---,---,--,--,0.35
18090,pigo***,2011,++,--,+,-,0.06
18091,J_K_***,2009,---,---,-,-,0.04
5873,e******,2014,--,---,-,--,0.03
942,Reno***,2009,=,---,-,--,0.04
2487,yias***,2011,---,-,=,--,0.09
7800,Vass***,2015,--,--,-,+++,0.14
3533,SAS_***,2012,---,--,--,--,0.17
18094,donn***,2017,---,-,-,--,0.12
18096,geor***,2015,=,++,++,+++,0.17
5802,nont***,2013,+++,=,=,=,0.10
18099,Andr***,2021,--,---,-,--,0.40
18101,elch***,2009,---,-,-,---,0.03
15029,Katr***,2021,---,--,-,-,0.49
17714,Case***,2021,+,--,--,-,0.65
922,pano***,2009,--,--,+,-,0.04
1206,free***,2010,-,--,--,--,0.14
5116,Kost***,2013,-,--,-,--,0.61
1426,tsip***,2010,---,-,-,--,0.14
18103,pano***,2011,+++,=,=,=,0.07
6548,geor***,2014,=,+,-,+,0.29
11493,888m***,2020,+,--,-,-,0.25
18170,Jona***,2018,---,---,--,--,0.07
19017,ElVa***,2017,-,---,-,--,0.22
13290,RGeo***,2021,---,=,---,=,0.18
18176,EnVr***,2016,---,--,-,-,0.22
18180,Zeta***,2018,---,--,=,-,0.14
18179,HMar***,2019,+++,=,=,+,0.38
18181,Nich***,2019,++,++,--,--,0.25
4781,Impe***,2012,-,++,-,--,0.06
3678,Kara***,2012,---,--,+,--,0.51
2298,Ninj***,2011,---,=,-,-,0.17
5796,fore***,2013,=,---,-,-,0.13
7160,bakn***,2015,++,--,+,--,0.17
5869,kour***,2014,--,--,+,-,0.09
4325,sari***,2012,--,-,=,-,0.10
1249,envy***,2010,--,--,-,--,0.12
402,x******,2009,---,--,-,--,0.14
8326,Lari***,2016,---,=,=,-,0.17
3283,apga***,2011,---,--,-,-,0.52
2200,Stoc***,2011,--,---,-,--,0.06
6230,arta***,2014,--,---,-,--,0.41
16945,Gela***,2022,++,---,-,-,0.77
20220,exka***,2021,-,---,=,-,0.30
16391,__Di***,2022,--,---,=,=,0.50
16979,SUse***,2022,-,+++,=,-,0.74
20221,SPap***,2022,--,---,--,--,0.62
18193,Niko***,2022,--,-,=,-,0.41
12056,bouz***,2020,--,--,--,--,0.47
2029,Katk***,2011,---,---,--,--,0.42
1085,jboo***,2010,--,---,--,-,0.24
18203,Afro***,2011,++,---,-,--,0.10
18206,Merk***,2019,=,++,=,--,0.11
16530,Kik1***,2022,+,--,--,---,0.79
18207,mout***,2020,+,-,+,++,0.32
15298,tsak***,2021,++,--,=,++,0.57
2170,Stam***,2011,-,---,---,---,0.09
9112,orep***,2017,--,--,+,--,0.47
15575,Styl***,2021,-,=,-,---,0.33
15681,Epon***,2022,+,--,-,---,0.53
18209,L1ts***,2022,++,--,+,--,0.25
13559,71RO***,2021,---,--,-,--,0.37
20227,NASA***,2022,--,---,=,=,0.96
2121,mode***,2011,---,-,-,--,0.04
6205,tina***,2014,++,--,-,--,0.39
8486,Don_***,2016,--,---,-,=,0.28
18224,fote***,2014,+,---,---,--,0.10
1965,batz***,2011,--,--,-,--,0.23
