Id,Name,created_at,Νεα Δημοκρατια,Συριζα,Κιναλ,ΚΚΕ,prob
819,Taki***,2009,+++,+++,--,--,0.04
22550,poli***,2017,++,---,-,-,0.50
22551,dino***,2020,-,---,-,---,0.49
22558,samd***,2015,---,--,-,-,0.08
12869,Dimi***,2020,=,---,-,---,0.15
16254,fayk***,2022,---,---,--,--,0.23
22564,vaso***,2015,--,---,-,--,0.36
13275,maxi***,2021,-,---,=,-,0.40
12164,Than***,2020,-,---,--,-,0.46
17320,Veri***,2022,--,+,--,=,0.44
22570,Viti***,2015,-,---,-,--,0.10
2851,lena***,2011,--,---,-,--,0.13
251,sead***,2009,---,---,-,--,0.04
6005,Dimi***,2014,+++,--,+,--,0.19
20042,VDis***,2021,--,--,+,=,0.62
2252,nora***,2011,--,---,-,--,0.09
1465,prot***,2010,--,---,--,-,0.12
22575,Dimi***,2011,-,---,-,--,0.11
4542,tsak***,2012,-,-,+,---,0.24
22576,Kost***,2014,-,++,++,+,0.20
22577,Cass***,2013,---,---,-,--,0.08
10556,Ge2Z***,2019,---,---,+,--,0.47
9284,big_***,2017,++,-,+,++,0.28
9532,palt***,2018,+,---,-,-,0.10
10334,poly***,2018,--,--,-,--,0.46
22578,nick***,2016,---,--,-,---,0.10
22579,siou***,2018,---,---,--,--,0.20
22583,nhat***,2010,+,+,+++,+,0.04
20053,robo***,2021,++,---,=,-,0.32
3966,KATS***,2012,---,---,-,-,0.07
5485,Qant***,2013,+++,--,=,=,0.19
22585,PPsy***,2020,---,-,-,---,0.08
6749,PEGG***,2015,--,---,++,--,0.08
22590,Chri***,2014,-,---,-,--,0.28
22591,kate***,2011,---,--,-,--,0.09
14374,Tzon***,2021,--,--,--,+,0.40
20058,Vare***,2022,=,+++,=,=,0.81
12418,f5uO***,2020,--,--,-,--,0.63
9931,KLek***,2018,---,--,-,-,0.40
1481,pepe***,2010,--,--,--,--,0.30
2841,mast***,2011,---,---,---,=,0.09
22596,t******,2010,+,+++,+,-,0.07
4853,GusM***,2012,-,---,-,--,0.09
3499,Mylo***,2011,---,--,-,-,0.10
22598,Pasc***,2013,---,---,-,-,0.08
3359,T******,2011,---,++,--,--,0.09
11910,Pmew***,2020,--,++,-,-,0.44
751,e******,2009,---,--,-,--,0.12
4812,ligh***,2012,---,=,=,+,0.11
2745,gi_k***,2011,--,---,-,--,0.14
187,rani***,2009,---,-,=,--,0.05
902,elia***,2009,=,=,=,---,0.18
4944,karr***,2013,--,---,-,-,0.16
22611,AiXa***,2014,--,---,-,-,0.11
2012,Dram***,2011,-,---,=,-,0.09
14272,Lyss***,2021,+,---,=,=,0.46
14910,1mxY***,2021,---,--,-,--,0.55
16646,Geor***,2022,--,---,-,--,0.40
16650,Stau***,2022,++,--,--,=,0.68
22616,nomi***,2022,---,=,=,=,0.78
22617,PyIZ***,2021,=,+++,-,-,0.43
22618,Geor***,2021,-,---,=,-,0.35
22619,gnla***,2022,+,---,++,++,0.14
3110,Pene***,2011,---,-,=,+,0.11
17573,Soki***,2022,++,---,-,--,0.28
16863,Nero***,2022,+++,++,+,++,0.91
12383,chri***,2020,---,--,-,--,0.56
14356,evel***,2021,++,---,-,-,0.48
14688,kos_***,2021,--,--,--,--,0.55
4856,p206***,2012,---,=,-,=,0.13
15768,Dimi***,2022,-,--,-,=,0.64
22631,arch***,2019,+,++,=,=,0.12
22632,yofo***,2022,-,---,--,-,0.53
7998,Tyra***,2015,--,--,-,-,0.54
7344,efi_***,2015,-,---,=,-,0.22
6019,stef***,2014,+,=,+++,+,0.27
7088,Adre***,2015,---,--,-,-,0.11
6511,serv***,2014,=,---,---,-,0.10
22635,trik***,2013,--,--,-,+++,0.12
16050,Ekfr***,2022,+++,=,=,=,0.66
22637,eima***,2021,---,--,-,--,0.23
166,gian***,2009,+++,+,=,+++,0.03
14834,Thej***,2021,--,---,+,-,0.44
22638,eman***,2022,---,-,=,--,0.17
4872,esot***,2012,-,---,-,--,0.16
5094,hobi***,2013,---,-,-,-,0.21
7745,xtas***,2015,-,---,--,--,0.15
15203,xamo***,2021,--,+,--,--,0.05
16250,Lina***,2022,-,--,---,--,0.49
22984,mpla***,2021,--,-,-,-,0.48
1892,stel***,2011,---,-,-,+,0.06
3256,Ntan***,2011,--,+++,-,-,0.12
22645,Dami***,2012,+++,-,=,=,0.05
7897,gpho***,2015,---,--,-,-,0.32
2802,t******,2011,---,--,-,-,0.27
22652,yvon***,2008,--,---,-,+,0.04
2044,yiha***,2011,-,---,-,--,0.10
4779,vacu***,2012,-,---,+,--,0.14
7064,dimi***,2015,---,-,-,-,0.15
22657,chri***,2015,---,---,=,-,0.18
10198,Dimi***,2018,---,--,--,---,0.25
12001,p_gi***,2020,---,--,-,--,0.27
12053,dios***,2020,---,=,=,+,0.53
5394,dami***,2013,---,--,-,--,0.20
6006,niko***,2014,-,---,=,--,0.16
22665,d******,2010,+++,++,---,-,0.16
22666,salt***,2012,+,++,-,-,0.06
8975,slvr***,2017,---,-,=,-,0.58
24595,gian***,2020,-,-,=,---,0.33
15055,Bert***,2021,++,=,--,-,0.58
14683,Anti***,2021,---,--,-,--,0.72
8407,lesi***,2016,---,---,-,--,0.45
4195,tsit***,2012,--,---,--,--,0.13
8832,Kamr***,2017,+,=,+,++,0.22
17705,Fass***,2021,---,---,-,--,0.64
14089,for_***,2021,+++,-,=,-,0.49
14318,C******,2021,---,---,--,--,0.61
3356,arko***,2011,-,--,-,--,0.11
14563,Mark***,2021,---,--,-,--,0.80
22681,nnaf***,2011,---,---,+,-,0.22
149,icha***,2009,---,-,-,--,0.04
5124,tmar***,2013,--,-,-,-,0.14
7548,gian***,2015,---,-,--,--,0.27
7501,M2Fi***,2015,---,---,-,-,0.48
7491,p******,2015,=,-,+,---,0.21
4721,Gatt***,2012,--,---,-,--,0.10
4018,star***,2012,---,--,+,=,0.19
22686,vpaz***,2011,+,---,-,--,0.04
787,kleo***,2009,--,++,-,--,0.28
373,j******,2009,=,-,=,-,0.14
64,plat***,2008,+,--,-,--,0.37
3180,niko***,2011,---,--,-,-,0.18
22688,mkso***,2015,--,---,=,--,0.05
5447,Busi***,2013,-,---,-,-,0.12
1099,TheM***,2010,---,--,--,--,0.21
10709,anti***,2019,++,---,+,-,0.32
22694,vHk5***,2018,-,---,---,=,0.18
4081,lris***,2012,--,--,-,--,0.10
22699,Miss***,2009,+++,--,-,-,0.22
10667,Mary***,2019,=,---,+,-,0.38
11021,N******,2019,-,-,--,---,0.61
9408,nkar***,2017,+,---,-,-,0.28
2840,panp***,2011,++,--,=,-,0.05
22707,ZouZ***,2009,---,--,+,-,0.45
22708,Athi***,2011,+++,=,=,=,0.27
13505,Xart***,2021,=,-,=,-,0.15
15049,JimF***,2021,--,--,--,+,0.82
15231,band***,2021,+,--,-,--,0.64
16362,kiki***,2022,+,---,-,-,0.47
16414,LiZo***,2022,-,---,--,--,0.80
16453,kaly***,2022,-,--,-,-,0.38
14046,trak***,2021,+,--,-,--,0.46
14325,kris***,2021,+++,=,-,+,0.58
15776,E_Z_***,2022,=,---,-,---,0.56
15812,SpVo***,2022,--,---,+,-,0.45
16073,Mana***,2022,---,--,-,--,0.36
12787,Debb***,2020,--,---,=,--,0.11
17849,dr_c***,2022,--,--,+,--,0.16
17857,giad***,2022,---,---,-,=,0.55
20575,Kate***,2022,--,+++,-,=,0.27
15765,gian***,2022,+++,-,-,-,0.24
16757,kafe***,2022,--,--,-,--,0.87
13730,Papa***,2021,++,---,--,-,0.61
21140,tomy***,2021,---,--,-,--,0.74
18574,audr***,2009,-,--,++,-,0.21
16305,niko***,2022,---,-,--,--,0.37
16464,Niko***,2022,+++,+,=,+,0.57
17874,artp***,2022,--,---,-,---,0.58
17875,BadW***,2021,--,=,---,--,0.51
16006,s_vo***,2022,--,--,--,--,0.14
15218,pali***,2021,-,---,---,-,0.36
14053,Hari***,2021,-,--,=,-,0.37
14229,eret***,2021,---,--,-,++,0.42
14731,inde***,2021,--,--,-,--,0.83
14572,pana***,2021,+++,---,=,+,0.38
13856,kf9d***,2021,+,--,=,+++,0.57
15975,DKat***,2022,-,--,-,--,0.36
18808,a_ka***,2021,+,+++,=,=,0.44
18809,Kost***,2021,+++,++,+,++,0.13
13603,Eiri***,2021,---,=,++,--,0.20
15893,Noty***,2022,---,--,-,-,0.51
13913,YzCs***,2021,-,---,-,-,0.48
13918,Atta***,2021,---,---,-,--,0.33
14765,DMor***,2021,---,---,-,--,0.61
15412,asym***,2021,-,---,--,--,0.40
15607,KSko***,2022,+++,+,-,=,0.63
14287,difu***,2021,+,--,+,-,0.66
15921,arte***,2022,---,--,-,--,0.63
14463,Spar***,2021,---,-,-,+,0.38
15175,Theg***,2021,---,--,---,--,0.46
15054,DPap***,2021,---,--,-,--,0.13
15577,Tsil***,2021,---,--,-,--,0.70
15408,excp***,2021,--,---,--,--,0.78
15683,Trel***,2022,---,--,--,--,0.32
16488,Star***,2022,+,---,--,--,0.27
19558,daed***,2021,--,-,=,-,0.30
15160,Tzik***,2021,---,--,=,-,0.53
15449,Tant***,2021,---,---,+,--,0.39
15126,Osko***,2021,=,=,---,-,0.39
15725,Geor***,2022,--,---,-,--,0.33
15979,MCha***,2022,+,+++,=,++,0.75
16123,Kara***,2022,--,---,--,--,0.66
16445,mrsm***,2022,---,---,-,-,0.62
19042,Jord***,2020,+,-,--,-,0.35
19551,Jean***,2021,---,---,=,=,0.14
2657,Petr***,2011,---,---,--,--,0.17
3882,th_v***,2012,---,--,-,--,0.39
13543,Flor***,2021,-,--,+,--,0.48
14600,mari***,2021,---,--,-,-,0.25
3296,Mavr***,2011,--,---,--,--,0.12
19555,Will***,2021,--,--,-,--,0.15
12895,WKTw***,2020,---,-,--,-,0.28
13791,niko***,2021,++,+,+,+++,0.12
14120,nikS***,2021,--,--,--,-,0.67
15034,Pano***,2021,---,---,=,-,0.56
14071,joan***,2021,---,=,=,=,0.12
15357,purp***,2021,=,--,-,++,0.52
15634,AGGE***,2022,---,---,-,--,0.35
19554,DEFK***,2022,--,--,=,---,0.19
22766,Jame***,2014,---,+,+++,++,0.17
14726,tsak***,2021,-,--,-,--,0.30
22768,Twit***,2014,-,---,=,---,0.16
14756,elli***,2021,--,--,--,--,0.66
15346,ekei***,2021,---,--,++,-,0.42
16012,Koud***,2022,-,-,-,---,0.48
23739,Gian***,2013,=,---,=,=,0.07
19559,ATHA***,2021,---,=,=,=,0.24
2248,slyt***,2011,--,--,-,=,0.14
22771,NOTI***,2014,-,---,+++,-,0.63
11698,chri***,2020,++,---,-,-,0.38
15168,mr_p***,2021,+++,---,=,-,0.78
9140,phil***,2017,--,---,-,-,0.50
9141,KoSt***,2017,---,--,-,-,0.11
22775,Apos***,2017,=,---,=,=,0.21
287,gosp***,2009,+,---,-,-,0.29
16819,Augo***,2022,---,+++,-,-,0.47
12302,Lign***,2020,--,--,-,+,0.14
1995,Stra***,2011,--,--,-,-,0.36
22779,Gus2***,2020,--,---,-,---,0.15
22780,magd***,2020,++,---,=,-,0.40
22781,Al3x***,2020,---,++,+++,=,0.22
22782,The_***,2022,++,=,-,-,0.91
1351,enii***,2010,+,-,+,+,0.19
13416,e******,2021,---,-,=,-,0.24
20621,mari***,2017,+++,=,=,+,0.33
13438,Axol***,2021,++,-,=,---,0.28
15036,Roul***,2021,--,---,--,--,0.32
4667,vas_***,2012,-,---,-,--,0.06
687,Aris***,2009,+,---,+,--,0.09
11040,tsap***,2019,---,-,+,=,0.41
15735,Saka***,2022,=,-,=,+++,0.36
20245,tetr***,2021,---,---,-,--,0.55
21000,Elen***,2022,--,--,-,-,0.83
10140,Lena***,2018,---,---,-,--,0.35
11080,Sant***,2019,--,--,-,--,0.63
16191,Chri***,2022,---,-,=,-,0.54
1687,Mylo***,2010,++,--,-,-,0.27
3423,fwte***,2011,+++,---,-,-,0.36
20249,eyni***,2020,--,+,-,+,0.40
10605,Db5F***,2019,---,--,-,--,0.75
5299,AnTs***,2013,---,--,=,--,0.15
22810,THEO***,2012,--,--,-,---,0.00
7340,mata***,2015,+,---,=,-,0.20
6609,ilis***,2014,--,--,---,--,0.40
22818,Milt***,2013,---,--,=,---,0.13
11115,TVG6***,2019,---,--,-,--,0.52
9755,e9pV***,2018,+++,++,=,=,0.47
9812,siky***,2018,--,-,--,+,0.42
10753,gein***,2019,---,--,--,---,0.43
10861,Spla***,2019,-,-,-,---,0.21
22819,Kara***,2019,---,=,=,=,0.43
22820,Kako***,2017,---,=,-,=,0.17
7281,dim_***,2015,-,--,--,---,0.10
5189,gi_o***,2013,-,---,-,+,0.11
20267,j******,2021,---,--,-,--,0.12
9365,Test***,2017,---,-,--,=,0.13
794,L******,2009,--,--,--,-,0.36
439,fred***,2009,---,-,-,-,0.13
22827,Geo_***,2017,---,---,=,-,0.16
22828,Amal***,2020,=,---,-,--,0.11
1382,mart***,2010,++,--,-,--,0.27
6980,Nanu***,2015,=,---,-,+,0.23
22833,Mant***,2015,---,=,--,+,0.34
7607,Bana***,2015,++,-,---,+,0.40
7091,ioan***,2015,-,---,--,+,0.26
21859,napo***,2020,+++,++,=,+,0.50
1638,m******,2010,+++,+,=,+,0.09
16892,MSer***,2022,---,--,--,--,0.37
3165,Thin***,2011,--,--,-,---,0.07
9632,atal***,2018,--,---,-,--,0.10
4866,Atha***,2012,--,---,-,--,0.39
232,theo***,2009,--,---,-,--,0.09
1632,MEGA***,2010,---,--,--,--,0.28
7603,gkoy***,2015,-,---,-,--,0.21
17127,Chry***,2022,---,--,-,=,0.70
22248,chrc***,2022,+++,-,---,-,0.90
3310,PVas***,2011,--,---,-,--,0.25
22848,vick***,2011,---,--,--,--,0.07
5677,w******,2013,---,-,---,--,0.15
5875,Anti***,2014,--,--,--,=,0.16
4080,paxa***,2012,=,--,--,--,0.27
776,norm***,2009,++,-,-,--,0.08
7705,Kwst***,2015,---,--,-,--,0.43
8619,kafr***,2016,=,---,=,-,0.39
8088,Sine***,2015,--,--,-,--,0.51
13305,NBak***,2021,---,--,-,-,0.12
7717,taso***,2015,--,---,-,--,0.23
22861,Imag***,2011,+,---,=,-,0.12
7609,avra***,2015,++,-,-,--,0.16
22863,allo***,2011,+++,--,-,-,0.11
22864,arti***,2015,-,---,++,-,0.09
5688,ta_t***,2013,---,-,=,+,0.18
5741,PerK***,2013,---,--,+,+,0.08
22873,5******,2012,+,+++,=,+,0.35
22874,dino***,2012,+++,---,-,--,0.11
2371,tas_***,2011,---,=,++,+,0.05
23983,Nerv***,2020,---,-,++,--,0.43
82,alep***,2008,---,--,-,--,0.04
3614,cycl***,2012,++,--,=,++,0.37
22875,Trol***,2013,--,-,-,+,0.15
1920,j_si***,2011,+,-,=,-,0.08
7213,Pell***,2015,+,+,=,+,0.07
2843,EAth***,2011,---,-,--,--,0.11
5363,GKri***,2013,--,---,-,--,0.34
2232,jkar***,2011,-,--,--,-,0.13
16791,Nora***,2022,--,--,--,---,0.57
16914,Gian***,2022,++,--,-,---,0.55
17129,stav***,2022,+,+++,=,=,0.15
4169,Hisi***,2012,--,---,-,-,0.05
22893,bati***,2013,++,---,-,--,0.10
22895,Turk***,2022,---,--,=,+,0.44
22901,Roul***,2022,---,---,-,--,0.79
22908,meli***,2022,--,---,-,--,0.84
10888,niko***,2019,++,-,+,++,0.51
11832,biko***,2020,---,--,-,--,0.49
12436,Y8q0***,2020,---,---,-,--,0.59
12719,ngry***,2020,---,--,-,--,0.74
4341,Theo***,2012,+,--,--,--,0.35
6577,Atha***,2014,--,--,-,--,0.28
9886,nond***,2018,---,--,-,-,0.61
22903,xL4h***,2020,+++,+,=,+,0.38
22904,sono***,2020,++,+++,+,=,0.33
22905,Vagi***,2019,---,=,--,+,0.04
22913,sir_***,2015,---,---,-,--,0.32
17244,Thod***,2022,--,---,-,--,0.64
22916,disc***,2020,=,---,=,-,0.39
22918,geni***,2011,---,--,-,-,0.04
22919,annk***,2014,---,--,=,---,0.36
9608,GLyk***,2018,--,--,--,-,0.19
11233,mikr***,2019,---,---,-,--,0.26
17928,mmav***,2020,---,--,=,-,0.16
22924,anto***,2015,+,+,-,--,0.20
17929,_tsa***,2020,---,+++,+,=,0.20
1202,dean***,2010,---,--,-,--,0.10
3132,kono***,2011,---,--,-,--,0.26
5752,sofi***,2013,-,---,-,--,0.15
22926,gian***,2012,---,-,-,--,0.27
15369,soti***,2021,=,---,--,--,0.13
22929,mikr***,2014,++,---,-,--,0.22
2870,kost***,2011,--,---,--,--,0.09
6427,mrno***,2014,---,--,-,--,0.16
2323,x******,2011,++,--,-,-,0.18
22933,lili***,2013,---,-,-,-,0.33
7811,aa_k***,2015,---,--,-,--,0.19
5034,gato***,2013,++,--,=,-,0.23
963,pamp***,2010,---,---,-,--,0.09
6434,lady***,2014,---,=,=,=,0.25
24836,kliz***,2022,-,-,--,-,0.89
5342,niko***,2013,-,---,-,--,0.26
12178,fili***,2020,---,-,-,--,0.41
11011,mpam***,2019,++,---,+,+,0.16
12469,mari***,2020,-,-,--,-,0.19
8659,lath***,2016,-,--,-,--,0.28
22937,Mncj***,2020,=,---,---,-,0.23
22946,maps***,2009,--,---,--,---,0.01
22947,Lada***,2012,++,-,--,=,0.25
11612,Huma***,2020,++,+++,--,-,0.19
11704,Ende***,2020,---,--,-,-,0.60
12215,Red_***,2020,++,---,--,-,0.29
13651,aris***,2021,--,---,-,--,0.75
5058,apap***,2013,+,---,++,++,0.16
22961,kala***,2014,--,---,-,--,0.15
3874,grec***,2012,---,--,-,--,0.19
18839,poll***,2013,++,---,-,-,0.11
6613,giak***,2014,-,---,--,-,0.43
19242,Vali***,2020,---,-,=,-,0.33
7054,MKou***,2015,---,-,=,-,0.07
366,Sofi***,2009,--,--,--,--,0.32
23006,SeaS***,2015,---,---,--,--,0.43
7896,Cpt_***,2015,++,---,+,-,0.13
3665,akis***,2012,+++,+,=,+,0.35
23013,Glyk***,2012,--,+,+,=,0.23
12583,Demi***,2020,--,--,-,---,0.43
13386,bia_***,2021,--,--,-,--,0.18
5727,TheT***,2013,-,--,+,-,0.40
5865,z0uz***,2014,++,--,-,-,0.25
1198,zeid***,2010,=,---,+,=,0.14
196,g******,2009,---,--,--,--,0.03
1424,kago***,2010,++,--,+,+,0.31
8410,kats***,2016,---,++,-,-,0.28
13897,Vlmb***,2021,--,---,--,--,0.32
23019,Clea***,2021,---,+,+,-,0.25
23021,mari***,2008,--,---,=,=,0.02
23023,Donk***,2010,++,--,--,+,0.06
20867,Cros***,2021,=,=,+,+++,0.53
7509,DrHa***,2015,=,=,+++,=,0.10
5953,xbil***,2014,--,---,-,--,0.55
42,gian***,2008,---,-,-,+++,0.01
4237,c******,2012,---,--,-,--,0.18
440,Gast***,2009,--,---,-,--,0.11
13288,inew***,2021,+,--,-,+,0.37
23037,frag***,2011,---,-,-,-,0.16
2328,sokf***,2011,++,--,--,-,0.31
6621,geor***,2014,--,---,-,-,0.06
7630,argo***,2015,-,-,=,-,0.13
4348,vnep***,2012,+++,=,+,+++,0.27
2131,apas***,2011,--,--,-,--,0.37
11813,Anam***,2020,-,--,--,--,0.33
14493,kats***,2021,--,--,--,---,0.26
11444,Th0m***,2020,---,---,--,-,0.16
11681,esye***,2020,-,---,-,--,0.58
23045,ross***,2017,---,=,=,=,0.22
23046,velz***,2020,-,--,---,--,0.32
3128,APP_***,2011,+,--,-,-,0.28
17068,mari***,2022,---,=,=,---,0.13
17608,Mant***,2022,-,--,=,+++,0.82
12034,n_de***,2020,+,+++,=,+,0.18
23050,Klod***,2021,-,+++,-,-,0.39
6157,sant***,2014,+,---,-,-,0.26
15861,anti***,2022,---,--,-,--,0.59
14233,123m***,2021,--,---,--,-,0.54
10246,skop***,2018,---,---,-,--,0.38
11421,thec***,2020,-,--,--,-,0.33
11456,tzin***,2020,---,--,-,--,0.09
12616,AnnA***,2020,--,---,-,+,0.33
15576,Elia***,2021,---,---,-,--,0.31
22311,Gios***,2022,-,---,=,=,0.86
22495,viva***,2020,---,--,-,--,0.30
17455,PXar***,2022,+,--,-,--,0.63
23064,anth***,2011,-,---,---,-,0.05
11678,Orch***,2020,--,--,-,--,0.40
11948,Emma***,2020,---,---,-,---,0.36
12235,psif***,2020,---,--,-,---,0.48
6086,appa***,2014,-,---,--,=,0.11
22059,EDer***,2021,---,-,-,-,0.84
10490,Dimi***,2019,=,-,=,--,0.19
12602,Mouz***,2020,-,---,--,--,0.50
813,zapk***,2009,--,--,-,---,0.11
7163,ilia***,2015,+++,+,=,+,0.18
23076,w******,2011,+,--,-,++,0.34
2616,NEle***,2011,-,--,-,-,0.11
7044,Elsi***,2015,-,---,--,--,0.17
6110,chri***,2014,---,-,=,-,0.12
22068,Mark***,2022,---,=,=,--,0.39
6706,mous***,2014,++,--,+,-,0.40
23089,Saki***,2011,+,--,+++,+,0.07
5206,b4rb***,2013,---,---,=,-,0.07
9061,slip***,2017,+,--,-,--,0.23
9994,Vago***,2018,+++,---,=,+,0.17
10502,tsak***,2019,--,--,---,---,0.10
23092,brig***,2021,+++,++,=,=,0.20
1509,yiat***,2010,-,--,--,-,0.06
22080,trad***,2022,---,--,-,++,0.36
7453,Evan***,2015,++,+,-,++,0.61
2871,GioM***,2011,---,=,-,-,0.08
1470,artr***,2010,---,--,-,--,0.18
9815,zark***,2018,---,--,--,--,0.40
23099,Ande***,2018,--,--,--,---,0.14
23100,Ange***,2018,---,---,=,=,0.09
5153,sera***,2013,---,--,-,--,0.26
23103,John***,2010,---,-,-,-,0.22
23104,anti***,2012,---,+,-,+,0.21
13397,panv***,2021,+,--,-,=,0.56
14660,tgia***,2021,---,-,=,--,0.09
15099,pits***,2021,---,--,+,--,0.56
16057,Meta***,2022,-,---,=,=,0.58
7229,ALag***,2015,--,---,-,--,0.23
8854,To_N***,2017,---,--,-,--,0.22
15784,5******,2022,--,--,-,--,0.16
17613,Meli***,2022,---,--,--,-,0.89
23936,kole***,2018,+++,---,-,-,0.29
3561,papa***,2012,+,+++,=,+,0.11
16703,alex***,2022,---,=,=,=,0.69
17000,Satr***,2022,--,+,=,+,0.74
17124,Alex***,2022,---,--,=,-,0.78
5389,kost***,2013,+++,+,=,+,0.03
15602,chil***,2022,++,+,--,--,0.57
23111,Frag***,2021,---,-,+,-,0.20
1695,euag***,2010,--,---,+,--,0.37
4813,P******,2012,-,+,-,--,0.06
1681,Agam***,2010,++,--,-,=,0.02
6447,k******,2014,+++,-,=,--,0.33
16169,Pabl***,2022,++,--,---,--,0.40
23121,Arch***,2021,++,+,++,+,0.45
3643,elen***,2012,=,+,=,---,0.19
23122,spir***,2013,---,--,=,-,0.23
23123,taki***,2015,---,-,---,-,0.22
23124,Scsa***,2011,+,---,=,=,0.71
9825,esya***,2018,---,=,=,=,0.52
16495,Nick***,2022,---,--,=,-,0.55
23129,Kala***,2022,++,--,-,=,0.16
23132,okou***,2009,=,+,--,-,0.24
15675,Sapi***,2022,---,---,-,---,0.07
17342,ieri***,2022,--,---,-,--,0.66
13481,Squa***,2021,---,--,=,---,0.46
20671,Lego***,2022,---,---,=,--,0.18
18752,mant***,2022,++,-,-,+++,0.43
17551,vali***,2022,---,--,+++,-,0.56
8347,Gian***,2016,---,--,-,--,0.18
11081,GE_d***,2019,+,---,--,--,0.14
11345,stel***,2019,+++,--,=,-,0.14
11349,Yoma***,2019,--,---,--,--,0.30
8493,St3l***,2016,--,--,=,-,0.35
11344,Free***,2019,--,--,--,--,0.17
8865,stel***,2017,--,--,=,-,0.29
14062,lDCA***,2021,---,-,=,=,0.58
14866,Zago***,2021,+,-,-,--,0.49
10172,gH0A***,2018,--,--,-,---,0.17
14978,Znew***,2021,++,--,--,--,0.76
15274,Xkax***,2021,--,---,-,-,0.76
15451,KVez***,2021,=,-,=,--,0.50
13452,papl***,2021,--,---,--,--,0.67
14143,news***,2021,---,--,+,--,0.59
14010,Apit***,2021,-,---,-,-,0.52
15312,Evan***,2021,---,--,-,--,0.26
15199,bub_***,2021,-,=,---,-,0.77
16449,Goof***,2022,=,-,---,-,0.59
16974,Regi***,2022,--,=,=,=,0.65
14944,PVel***,2021,---,--,--,=,0.40
14952,demi***,2021,---,=,=,-,0.25
21287,cooc***,2022,-,--,--,--,0.23
16499,KD83***,2022,--,---,-,-,0.74
23156,mari***,2015,=,---,=,-,0.06
23157,Phre***,2021,+++,=,-,---,0.17
16217,adae***,2022,-,++,-,-,0.64
1425,jimr***,2010,-,---,+,--,0.28
16218,kaik***,2022,+,---,-,++,0.28
15299,Lele***,2021,---,-,=,-,0.34
16446,spid***,2022,--,---,-,--,0.31
24141,ntor***,2022,---,-,--,-,0.29
23164,Fata***,2012,-,---,-,---,0.04
7611,sher***,2015,---,--,--,--,0.29
16458,Abej***,2022,---,=,-,-,0.20
8247,Thom***,2016,-,-,-,=,0.20
12922,Pose***,2020,-,---,--,--,0.39
13263,Nove***,2021,-,++,=,--,0.42
13840,3tel***,2021,--,--,--,--,0.54
13421,giod***,2021,--,--,-,=,0.43
8580,ahdE***,2016,---,--,-,-,0.37
2058,aste***,2011,+,---,--,--,0.19
18539,theo***,2022,+,--,+,--,0.16
14084,trak***,2021,---,--,+,--,0.34
18111,Sake***,2022,---,---,--,--,0.67
18548,Jame***,2022,---,--,--,--,0.92
14822,0rib***,2021,---,--,-,--,0.63
18549,Karo***,2022,---,--,-,-,0.42
5284,Ment***,2013,---,--,--,-,0.44
13350,Nena***,2021,---,--,-,-,0.51
20224,5ofx***,2020,-,---,=,-,0.37
20225,mass***,2021,++,+++,=,-,0.33
18550,Mari***,2022,+++,+,+,+++,0.50
13161,Home***,2021,--,---,-,--,0.56
4628,Rara***,2012,--,--,-,--,0.20
14219,Syth***,2021,---,--,-,--,0.51
23184,Achi***,2016,---,=,=,---,0.24
3360,Yann***,2011,---,-,-,--,0.04
1759,Repp***,2011,---,---,=,+,0.15
1982,anas***,2011,++,---,-,--,0.14
15777,misi***,2022,--,---,--,--,0.50
15870,Dimi***,2022,+++,+,=,+,0.17
23189,AFil***,2011,---,=,=,--,0.26
15037,so_i***,2021,---,-,=,--,0.73
494,fuck***,2009,-,---,-,-,0.33
16018,Yuki***,2022,--,---,---,-,0.55
18126,CPho***,2022,--,--,-,--,0.20
23192,kats***,2014,---,--,--,-,0.15
6985,VTor***,2015,--,--,-,--,0.19
5307,elev***,2013,++,---,-,---,0.10
23196,o__p***,2014,---,---,-,--,0.15
13125,tasi***,2021,---,---,-,-,0.36
150,m******,2009,+,++,-,--,0.08
14345,Wict***,2021,--,--,-,--,0.77
23202,k******,2013,--,--,-,--,0.44
23205,cons***,2012,---,--,-,--,0.13
10275,Dimi***,2018,---,--,-,--,0.25
10470,ItL2***,2019,--,--,-,--,0.62
10915,mr_e***,2019,---,---,--,--,0.24
10925,Mari***,2019,---,---,--,--,0.62
10040,kyth***,2018,++,-,--,--,0.25
10169,Toni***,2018,+,+++,=,-,0.48
11130,DPfd***,2019,---,++,=,=,0.60
23133,folo***,2017,++,---,-,+,0.29
23136,kost***,2019,++,---,++,-,0.35
23137,9Fc2***,2019,+,---,--,---,0.38
22160,pmst***,2021,=,---,-,-,0.16
18152,Perf***,2021,---,-,=,--,0.45
19463,Girl***,2019,---,-,---,-,0.38
23143,Dara***,2019,---,-,-,---,0.13
23214,teng***,2012,++,---,-,--,0.20
16239,jhnm***,2022,---,---,--,--,0.37
6664,rasc***,2014,--,---,--,--,0.32
2224,Mano***,2011,=,---,=,=,0.30
20385,JonD***,2018,-,-,=,---,0.12
9046,zame***,2017,--,---,=,-,0.28
20383,metz***,2020,++,-,+,--,0.21
20384,m_pe***,2017,---,---,=,-,0.16
10451,Mati***,2019,--,--,--,--,0.63
10664,b05l***,2019,---,--,-,-,0.32
23221,mant***,2015,+,+++,=,=,0.33
139,e******,2009,--,--,-,-,0.07
